time_period,time_identifier,geographic_level,country_code,country_name,entry_age,characteristic_group,characteristic,tariff_group,entry_rate
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,66.3
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,11.6
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,62.1
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,14.6
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,48.2
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,16.1
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,60.1
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,11.7
201617,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,39.8
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,20.6
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,68.3
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,13.7
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,63.5
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,15.9
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,51.6
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,17.8
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,61.8
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,12.5
201718,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,41.9
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,21.4
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,68.5
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,13.8
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,62.4
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,16.6
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,51.9
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,17.4
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,61.7
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,12.7
201819,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,41.9
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,20.2
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,67.6
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,13.6
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,63.6
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,15.9
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,50.4
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,16.9
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,62.0
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,11.8
201920,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,40.7
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,17.5
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,66.4
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,11.8
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,64.2
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,14.5
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,48.7
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,14.3
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,61.7
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,11.1
202021,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,39.0
200506,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,9.8
200506,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,9.2
200506,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,40.1
200506,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,32.2
200506,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,12.2
200506,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,11.4
200506,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,62.2
200506,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,50.8
200607,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,9.8
200607,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,9.2
200607,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,41.3
200607,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,33.5
200607,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,13.0
200607,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,12.1
200607,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,62.7
200607,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,50.9
200708,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,10.2
200708,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,9.7
200708,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,42.0
200708,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,34.4
200708,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,12.0
200708,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,12.8
200708,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,51.0
200708,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,62.7
200809,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,9.6
200809,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,10.2
200809,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,34.8
200809,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,42.9
200809,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,12.5
200809,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,11.7
200809,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,62.9
200809,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,51.3
200910,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,10.0
200910,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,10.6
200910,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,34.9
200910,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,43.7
200910,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,13.2
200910,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,12.3
200910,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,64.1
200910,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,52.3
201011,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,10.8
201011,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,11.4
201011,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,36.9
201011,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,45.3
201011,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,12.9
201011,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,13.7
201011,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,54.8
201011,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,66.1
201112,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.2
201112,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,11.8
201112,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,38.4
201112,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,46.9
201112,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,13.6
201112,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,14.4
201112,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,57.1
201112,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,67.6
201213,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,11.8
201213,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.2
201213,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,47.4
201213,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,38.8
201213,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.1
201213,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,14.8
201213,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,58.2
201213,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,68.4
201314,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,12.1
201314,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.5
201314,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,48.2
201314,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,39.8
201314,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.1
201314,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,14.7
201314,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,57.8
201314,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,68.2
201415,Academic year,National,E92000001,England,By Age 25,First Language,English,High tariff,12.3
201415,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.7
201415,Academic year,National,E92000001,England,By Age 25,First Language,English,Total,48.5
201415,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,40.1
201415,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.1
201415,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,High tariff,14.8
201415,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,58.1
201415,Academic year,National,E92000001,England,By Age 25,First Language,Other than English,Total,68.7
201516,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.9
201516,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,40.6
201516,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.3
201516,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,58.1
201617,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,12.2
201617,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,41.7
201617,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.5
201617,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,59.2
201718,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,13.2
201718,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,44.0
201718,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,16.5
201718,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,61.2
201819,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,13.5
201819,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,44.1
201819,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,16.8
201819,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,61.1
201920,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,12.6
201920,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,43.0
201920,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,15.9
201920,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,61.1
202021,Academic year,National,E92000001,England,By Age 19,First Language,English,High tariff,11.8
202021,Academic year,National,E92000001,England,By Age 19,First Language,English,Total,41.4
202021,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,High tariff,14.0
202021,Academic year,National,E92000001,England,By Age 19,First Language,Other than English,Total,61.0
200102,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,9.5
200102,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,10.1
200102,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,33.7
200102,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,41.8
200102,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,1.7
200102,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,2.0
200102,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,14.4
200102,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,21.5
200203,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,10.2
200203,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,9.6
200203,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,42.3
200203,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,34.1
200203,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,2.2
200203,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,1.8
200203,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,22.5
200203,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,15.2
200304,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,10.5
200304,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,9.8
200304,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,42.6
200304,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,34.1
200304,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,1.9
200304,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,2.3
200304,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,16.0
200304,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,23.7
200405,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,10.0
200405,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,10.6
200405,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,35.0
200405,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,43.4
200405,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,2.7
200405,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,2.2
200405,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,25.1
200405,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,17.4
200506,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,10.4
200506,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,11.1
200506,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,36.2
200506,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,44.5
200506,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,3.0
200506,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,2.5
200506,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,26.5
200506,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,18.6
200607,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,11.2
200607,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,10.5
200607,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,45.6
200607,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,37.5
200607,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,2.9
200607,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,3.3
200607,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,19.8
200607,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,27.9
200708,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,11.5
200708,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,10.9
200708,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,46.3
200708,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,38.3
200708,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,2.9
200708,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,3.3
200708,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,20.3
200708,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,28.6
200809,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,11.5
200809,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,10.9
200809,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,47.2
200809,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,38.8
200809,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,3.4
200809,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,3.0
200809,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,30.0
200809,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,21.3
200910,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,11.3
200910,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,12.0
200910,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,39.1
200910,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,48.2
200910,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,3.7
200910,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,3.2
200910,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,31.4
200910,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,22.3
201011,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,12.2
201011,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,12.9
201011,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,41.4
201011,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,50.2
201011,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,3.6
201011,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,4.1
201011,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,23.9
201011,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,32.8
201112,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,12.7
201112,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,13.4
201112,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,43.3
201112,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,52.0
201112,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,4.4
201112,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.0
201112,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,34.5
201112,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,25.7
201213,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,13.5
201213,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,12.9
201213,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,52.7
201213,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,44.0
201213,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.3
201213,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,4.7
201213,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,26.2
201213,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,35.0
201314,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,13.8
201314,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,13.2
201314,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,53.6
201314,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,45.0
201314,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,4.8
201314,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.4
201314,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,35.3
201314,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,26.3
201415,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,13.3
201415,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,High tariff,13.9
201415,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,45.2
201415,Academic year,National,E92000001,England,By Age 25,Free School Meals,All Other Pupils,Total,53.9
201415,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,High tariff,5.0
201415,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.5
201415,Academic year,National,E92000001,England,By Age 25,Free School Meals,Free School Meals,Total,35.5
201415,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,26.4
201516,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,13.4
201516,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,45.8
201516,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.5
201516,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,26.6
201617,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,13.7
201617,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,46.9
201617,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.9
201617,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,28.2
201718,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,14.9
201718,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,49.4
201718,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,5.5
201718,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,29.2
201819,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,15.4
201819,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,49.9
201819,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,5.5
201819,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,29.1
201920,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,14.7
201920,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,49.2
201920,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,5.2
201920,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,29.0
202021,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,High tariff,13.9
202021,Academic year,National,E92000001,England,By Age 19,Free School Meals,All Other Pupils,Total,48.4
202021,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,High tariff,4.6
202021,Academic year,National,E92000001,England,By Age 19,Free School Meals,Free School Meals,Total,28.6
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 4,Total,0.7
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 4,Total,1.7
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 5,Total,3.2
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 5,Total,5.2
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 6,Total,27.7
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 6,Total,32.8
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 7,Total,0.9
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 7,Total,1.1
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 8,Total,0.0
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 8,Total,0.0
200405,Academic year,National,E92000001,England,By Age 19,Level of Study,Unknown,Total,0.1
200405,Academic year,National,E92000001,England,By Age 25,Level of Study,Unknown,Total,0.1
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 4,Total,0.7
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 4,Total,1.8
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 5,Total,3.4
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 5,Total,5.2
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 6,Total,28.8
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 6,Total,34.0
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 7,Total,1.0
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 7,Total,1.2
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 8,Total,0.0
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 8,Total,0.0
200506,Academic year,National,E92000001,England,By Age 19,Level of Study,Unknown,Total,0.0
200506,Academic year,National,E92000001,England,By Age 25,Level of Study,Unknown,Total,0.0
200607,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 4,Total,0.8
200607,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 4,Total,1.8
200607,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 5,Total,3.5
200607,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 5,Total,5.2
200607,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 6,Total,29.6
200607,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 6,Total,35.0
200607,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 7,Total,1.2
200607,Academic year,National,E92000001,England,By Age 25,Level of Study,Level 7,Total,1.4
200607,Academic year,National,E92000001,England,By Age 19,Level of Study,Level 8,Total,0.0
